MCALDT,AVGCOURT_noTIPS0,AVGCOURT_noTIPS1,AVGCOURT_noTIPS10,AVGCOURT_noTIPS100,AVGCOURT_noTIPS101,AVGCOURT_noTIPS102,AVGCOURT_noTIPS103,AVGCOURT_noTIPS104,AVGCOURT_noTIPS105,AVGCOURT_noTIPS106,AVGCOURT_noTIPS107,AVGCOURT_noTIPS108,AVGCOURT_noTIPS109,AVGCOURT_noTIPS11,AVGCOURT_noTIPS110,AVGCOURT_noTIPS111,AVGCOURT_noTIPS112,AVGCOURT_noTIPS113,AVGCOURT_noTIPS114,AVGCOURT_noTIPS115,AVGCOURT_noTIPS116,AVGCOURT_noTIPS117,AVGCOURT_noTIPS118,AVGCOURT_noTIPS119,AVGCOURT_noTIPS12,AVGCOURT_noTIPS120,AVGCOURT_noTIPS121,AVGCOURT_noTIPS122,AVGCOURT_noTIPS123,AVGCOURT_noTIPS124,AVGCOURT_noTIPS125,AVGCOURT_noTIPS126,AVGCOURT_noTIPS127,AVGCOURT_noTIPS128,AVGCOURT_noTIPS129,AVGCOURT_noTIPS13,AVGCOURT_noTIPS130,AVGCOURT_noTIPS131,AVGCOURT_noTIPS132,AVGCOURT_noTIPS133,AVGCOURT_noTIPS134,AVGCOURT_noTIPS135,AVGCOURT_noTIPS136,AVGCOURT_noTIPS137,AVGCOURT_noTIPS138,AVGCOURT_noTIPS139,AVGCOURT_noTIPS14,AVGCOURT_noTIPS140,AVGCOURT_noTIPS141,AVGCOURT_noTIPS142,AVGCOURT_noTIPS143,AVGCOURT_noTIPS144,AVGCOURT_noTIPS145,AVGCOURT_noTIPS146,AVGCOURT_noTIPS147,AVGCOURT_noTIPS148,AVGCOURT_noTIPS149,AVGCOURT_noTIPS15,AVGCOURT_noTIPS150,AVGCOURT_noTIPS151,AVGCOURT_noTIPS152,AVGCOURT_noTIPS153,AVGCOURT_noTIPS16,AVGCOURT_noTIPS17,AVGCOURT_noTIPS18,AVGCOURT_noTIPS19,AVGCOURT_noTIPS2,AVGCOURT_noTIPS20,AVGCOURT_noTIPS21,AVGCOURT_noTIPS22,AVGCOURT_noTIPS23,AVGCOURT_noTIPS24,AVGCOURT_noTIPS25,AVGCOURT_noTIPS26,AVGCOURT_noTIPS27,AVGCOURT_noTIPS28,AVGCOURT_noTIPS29,AVGCOURT_noTIPS3,AVGCOURT_noTIPS30,AVGCOURT_noTIPS31,AVGCOURT_noTIPS32,AVGCOURT_noTIPS33,AVGCOURT_noTIPS34,AVGCOURT_noTIPS35,AVGCOURT_noTIPS36,AVGCOURT_noTIPS37,AVGCOURT_noTIPS38,AVGCOURT_noTIPS39,AVGCOURT_noTIPS4,AVGCOURT_noTIPS40,AVGCOURT_noTIPS41,AVGCOURT_noTIPS42,AVGCOURT_noTIPS43,AVGCOURT_noTIPS44,AVGCOURT_noTIPS45,AVGCOURT_noTIPS46,AVGCOURT_noTIPS47,AVGCOURT_noTIPS48,AVGCOURT_noTIPS49,AVGCOURT_noTIPS5,AVGCOURT_noTIPS50,AVGCOURT_noTIPS51,AVGCOURT_noTIPS52,AVGCOURT_noTIPS53,AVGCOURT_noTIPS54,AVGCOURT_noTIPS55,AVGCOURT_noTIPS56,AVGCOURT_noTIPS57,AVGCOURT_noTIPS58,AVGCOURT_noTIPS59,AVGCOURT_noTIPS6,AVGCOURT_noTIPS60,AVGCOURT_noTIPS61,AVGCOURT_noTIPS62,AVGCOURT_noTIPS63,AVGCOURT_noTIPS64,AVGCOURT_noTIPS65,AVGCOURT_noTIPS66,AVGCOURT_noTIPS67,AVGCOURT_noTIPS68,AVGCOURT_noTIPS69,AVGCOURT_noTIPS7,AVGCOURT_noTIPS70,AVGCOURT_noTIPS71,AVGCOURT_noTIPS72,AVGCOURT_noTIPS73,AVGCOURT_noTIPS74,AVGCOURT_noTIPS75,AVGCOURT_noTIPS76,AVGCOURT_noTIPS77,AVGCOURT_noTIPS78,AVGCOURT_noTIPS79,AVGCOURT_noTIPS8,AVGCOURT_noTIPS80,AVGCOURT_noTIPS81,AVGCOURT_noTIPS82,AVGCOURT_noTIPS83,AVGCOURT_noTIPS84,AVGCOURT_noTIPS85,AVGCOURT_noTIPS86,AVGCOURT_noTIPS87,AVGCOURT_noTIPS88,AVGCOURT_noTIPS89,AVGCOURT_noTIPS9,AVGCOURT_noTIPS90,AVGCOURT_noTIPS91,AVGCOURT_noTIPS92,AVGCOURT_noTIPS93,AVGCOURT_noTIPS94,AVGCOURT_noTIPS95,AVGCOURT_noTIPS96,AVGCOURT_noTIPS97,AVGCOURT_noTIPS98,AVGCOURT_noTIPS99,AVGCOURT_ofTIPS0,AVGCOURT_ofTIPS1,AVGCOURT_ofTIPS10,AVGCOURT_ofTIPS100,AVGCOURT_ofTIPS101,AVGCOURT_ofTIPS102,AVGCOURT_ofTIPS103,AVGCOURT_ofTIPS104,AVGCOURT_ofTIPS105,AVGCOURT_ofTIPS106,AVGCOURT_ofTIPS107,AVGCOURT_ofTIPS108,AVGCOURT_ofTIPS109,AVGCOURT_ofTIPS11,AVGCOURT_ofTIPS110,AVGCOURT_ofTIPS111,AVGCOURT_ofTIPS112,AVGCOURT_ofTIPS113,AVGCOURT_ofTIPS114,AVGCOURT_ofTIPS115,AVGCOURT_ofTIPS116,AVGCOURT_ofTIPS117,AVGCOURT_ofTIPS118,AVGCOURT_ofTIPS119,AVGCOURT_ofTIPS12,AVGCOURT_ofTIPS120,AVGCOURT_ofTIPS121,AVGCOURT_ofTIPS122,AVGCOURT_ofTIPS123,AVGCOURT_ofTIPS124,AVGCOURT_ofTIPS125,AVGCOURT_ofTIPS126,AVGCOURT_ofTIPS127,AVGCOURT_ofTIPS128,AVGCOURT_ofTIPS129,AVGCOURT_ofTIPS13,AVGCOURT_ofTIPS130,AVGCOURT_ofTIPS131,AVGCOURT_ofTIPS132,AVGCOURT_ofTIPS133,AVGCOURT_ofTIPS134,AVGCOURT_ofTIPS135,AVGCOURT_ofTIPS136,AVGCOURT_ofTIPS137,AVGCOURT_ofTIPS138,AVGCOURT_ofTIPS139,AVGCOURT_ofTIPS14,AVGCOURT_ofTIPS140,AVGCOURT_ofTIPS141,AVGCOURT_ofTIPS142,AVGCOURT_ofTIPS143,AVGCOURT_ofTIPS144,AVGCOURT_ofTIPS145,AVGCOURT_ofTIPS146,AVGCOURT_ofTIPS147,AVGCOURT_ofTIPS148,AVGCOURT_ofTIPS149,AVGCOURT_ofTIPS15,AVGCOURT_ofTIPS150,AVGCOURT_ofTIPS151,AVGCOURT_ofTIPS152,AVGCOURT_ofTIPS153,AVGCOURT_ofTIPS16,AVGCOURT_ofTIPS17,AVGCOURT_ofTIPS18,AVGCOURT_ofTIPS19,AVGCOURT_ofTIPS2,AVGCOURT_ofTIPS20,AVGCOURT_ofTIPS21,AVGCOURT_ofTIPS22,AVGCOURT_ofTIPS23,AVGCOURT_ofTIPS24,AVGCOURT_ofTIPS25,AVGCOURT_ofTIPS26,AVGCOURT_ofTIPS27,AVGCOURT_ofTIPS28,AVGCOURT_ofTIPS29,AVGCOURT_ofTIPS3,AVGCOURT_ofTIPS30,AVGCOURT_ofTIPS31,AVGCOURT_ofTIPS32,AVGCOURT_ofTIPS33,AVGCOURT_ofTIPS34,AVGCOURT_ofTIPS35,AVGCOURT_ofTIPS36,AVGCOURT_ofTIPS37,AVGCOURT_ofTIPS38,AVGCOURT_ofTIPS39,AVGCOURT_ofTIPS4,AVGCOURT_ofTIPS40,AVGCOURT_ofTIPS41,AVGCOURT_ofTIPS42,AVGCOURT_ofTIPS43,AVGCOURT_ofTIPS44,AVGCOURT_ofTIPS45,AVGCOURT_ofTIPS46,AVGCOURT_ofTIPS47,AVGCOURT_ofTIPS48,AVGCOURT_ofTIPS49,AVGCOURT_ofTIPS5,AVGCOURT_ofTIPS50,AVGCOURT_ofTIPS51,AVGCOURT_ofTIPS52,AVGCOURT_ofTIPS53,AVGCOURT_ofTIPS54,AVGCOURT_ofTIPS55,AVGCOURT_ofTIPS56,AVGCOURT_ofTIPS57,AVGCOURT_ofTIPS58,AVGCOURT_ofTIPS59,AVGCOURT_ofTIPS6,AVGCOURT_ofTIPS60,AVGCOURT_ofTIPS61,AVGCOURT_ofTIPS62,AVGCOURT_ofTIPS63,AVGCOURT_ofTIPS64,AVGCOURT_ofTIPS65,AVGCOURT_ofTIPS66,AVGCOURT_ofTIPS67,AVGCOURT_ofTIPS68,AVGCOURT_ofTIPS69,AVGCOURT_ofTIPS7,AVGCOURT_ofTIPS70,AVGCOURT_ofTIPS71,AVGCOURT_ofTIPS72,AVGCOURT_ofTIPS73,AVGCOURT_ofTIPS74,AVGCOURT_ofTIPS75,AVGCOURT_ofTIPS76,AVGCOURT_ofTIPS77,AVGCOURT_ofTIPS78,AVGCOURT_ofTIPS79,AVGCOURT_ofTIPS8,AVGCOURT_ofTIPS80,AVGCOURT_ofTIPS81,AVGCOURT_ofTIPS82,AVGCOURT_ofTIPS83,AVGCOURT_ofTIPS84,AVGCOURT_ofTIPS85,AVGCOURT_ofTIPS86,AVGCOURT_ofTIPS87,AVGCOURT_ofTIPS88,AVGCOURT_ofTIPS89,AVGCOURT_ofTIPS9,AVGCOURT_ofTIPS90,AVGCOURT_ofTIPS91,AVGCOURT_ofTIPS92,AVGCOURT_ofTIPS93,AVGCOURT_ofTIPS94,AVGCOURT_ofTIPS95,AVGCOURT_ofTIPS96,AVGCOURT_ofTIPS97,AVGCOURT_ofTIPS98,AVGCOURT_ofTIPS99
1993-06-30,,1.5456716153797287,7.321613581866715,9.125,,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,8.75,7.1425173278582355,,7.875,8.125,8.125,8.0,,,7.25,7.625,7.124999999999999,6.9149230415049665,,,,,,,,,,,7.4759378249393444,,,,,,,,,,,6.974066144793527,,,,,,,,,,,6.918432038583208,,,,,7.303368241597662,6.55090395480226,6.925144212876814,6.184214915523179,2.6102505338178443,6.263514800304711,8.789192850691638,7.927752349716075,7.573283939050249,8.102370260584879,7.193864650470997,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,4.362229797627867,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.759258213842159,4.7068521744036,10.75,11.125,11.875000000000002,,12.375,13.75,11.625,,10.133176193282262,10.75,6.262404887881078,,9.375,,,,7.624999999999999,,,7.875,,6.289954044857855,,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,,5.640539525178923,12.75,,13.875000000000002,,14.000000000000004,,,,10.375000000000002,,5.859361641860227,,12.0,,,13.25,12.5,11.75,11.25,,10.625,7.265875443900566,9.875,9.25,7.25,,7.5,,8.75,8.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,1.6335176301984153,7.143185512197139,,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,8.75,,6.9149230415049665,7.875,8.125,8.125,8.0,,,7.25,7.625,7.124999999999999,,6.374189971982055,6.25,,,,,,,,,,6.974066144793527,,,,,,,,,,,6.918432038583208,,,,,,,,,,,7.303368241597662,,,,,6.55090395480226,6.925144212876814,6.184214915523179,6.263556101719509,2.0242683624184377,6.3071920920423175,7.9279691095119205,7.573283939050249,8.102370260584879,7.193864650470997,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,8.5,4.2473957836193685,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,4.28153077887716,6.895057502738226,11.875000000000002,,12.375,13.75,11.625,,10.133176193282262,10.75,,6.289954044857855,9.375,,,,7.624999999999999,,,7.875,,,5.640539525178923,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,,12.75,5.859361641860227,,13.875000000000002,,14.000000000000004,,,,10.375000000000002,,,5.441268284926861,12.0,,,13.25,12.5,11.75,11.25,,10.625,9.875,7.321613581866715,9.25,7.25,,7.5,,8.75,8.875,,,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,1.237197469918618,6.9149230415049665,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,8.75,,7.875,6.374189971982055,8.125,8.125,8.0,,,7.25,7.625,7.124999999999999,,6.25,6.249668422448748,,,,,,,,,,,6.918432038583208,,,,,,,,,,,7.303368241597662,,,,,,,,,,,6.55090395480226,,,,,6.925144212876814,6.184214915523179,6.263556101719509,6.3071920920423175,2.0231328105819277,6.0279669344550575,7.573283939050249,8.102370260584879,7.193864650470997,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,8.5,8.218550023411893,4.28153077887716,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,4.233075492534077,11.875000000000002,,12.375,13.75,11.625,,10.133176193282262,10.75,,9.375,5.640568072478026,,,,7.624999999999999,,,7.875,,,8.375,5.859361641860227,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,,12.75,,5.441268284926861,13.875000000000002,,14.000000000000004,,,,10.375000000000002,,,12.0,5.534389195489321,,,13.25,12.5,11.75,11.25,,10.625,9.875,9.25,7.143209366391185,7.25,,7.5,,8.75,8.875,,,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,1.3106048259625713,6.374189971982055,8.875,,8.125,,8.5,8.750000000000002,8.75,,7.875,8.125,6.249668422448748,8.125,8.0,,,7.25,7.625,7.124999999999999,,6.25,,6.182031062707627,,,,,,,,,,,7.303368241597662,,,,,,,,,,,6.55090395480226,,,,,,,,,,,6.925144212876814,,,,,6.184214915523179,6.263556101719509,6.3071920920423175,6.028141270990655,1.9911850424104927,6.197828472198225,8.102370260584879,7.193864650470997,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,8.5,8.218550023411893,8.633923522759401,4.233075492534077,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,3.6849379529049484,5.875,12.375,13.75,11.625,,10.133176193282262,10.75,,9.375,,5.859361641860227,,,7.624999999999999,,,7.875,,,8.375,8.750000000000002,5.441268284926861,,9.125,,10.375000000000002,11.75,10.0,,12.75,,13.875000000000002,5.534363606478991,,14.000000000000004,,,,10.375000000000002,,,12.0,,6.025860639618727,,13.25,12.5,11.75,11.25,,10.625,9.875,9.25,7.25,6.9149230415049665,,7.5,,8.75,8.875,,,9.125,,8.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,1.3149046600306409,6.249668422448748,,8.125,,8.5,8.750000000000002,8.75,,7.875,8.125,8.125,6.182031062707627,8.0,,,7.25,7.625,7.124999999999999,,6.25,,,7.06425419089976,,,,,,,,,,,6.55090395480226,,,,,,,,,,,6.925144212876814,,,,,,,,,,,6.184214915523179,,,,,6.263556101719509,6.3071920920423175,6.028272039173089,6.197828472198225,2.0256205869194503,7.152593733285023,7.193864650470997,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,8.5,8.218550023411893,8.633923522759401,8.505874045066442,3.6849427905498464,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,3.469269531011771,8.307673811486671,13.75,11.625,,10.133176193282262,10.75,,9.375,,,5.441268284926861,,7.624999999999999,,,7.875,,,8.375,8.750000000000002,,5.534363606478991,9.125,,10.375000000000002,11.75,10.0,,12.75,,13.875000000000002,,6.025860639618727,14.000000000000004,,,,10.375000000000002,,,12.0,,,6.432458123138184,13.25,12.5,11.75,11.25,,10.625,9.875,9.25,7.25,,6.374189971982055,7.5,,8.75,8.875,,,9.125,,8.999999999999998,8.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,1.3325887334817732,6.182031062707627,8.125,,8.5,8.750000000000002,8.75,,7.875,8.125,8.125,8.0,7.06425419089976,,,7.25,7.625,7.124999999999999,,6.25,,,,6.536850715746422,,7.5,,,,,,,,,6.925144212876814,,,,,,,,,,,6.184214915523179,,,,,,,,,,,6.263556101719509,,,,,6.3071920920423175,6.028315631573503,6.197828472198225,7.152593733285023,1.7232604976235224,7.041714253577671,6.956906352138695,7.51431926379325,7.184370690884884,8.639791626839994,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,3.4692483731879427,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,3.541545068819208,8.748904646604405,11.625,,10.133176193282262,10.75,,9.375,,,,5.534363606478991,7.624999999999999,,,7.875,,,8.375,8.750000000000002,,9.125,6.025860639618727,,10.375000000000002,11.75,10.0,,12.75,,13.875000000000002,,14.000000000000004,6.432454886345776,,,,10.375000000000002,,,12.0,,,13.25,6.333248197115385,12.5,11.75,11.25,,10.625,9.875,9.25,7.25,,7.5,6.249668422448748,,8.75,8.875,,,9.125,,8.999999999999998,8.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,1.088608185902104,7.06425419089976,,8.5,8.750000000000002,8.75,,7.875,8.125,8.125,8.0,,6.536850715746422,,7.25,7.625,7.124999999999999,,6.25,,,,,7.0509393305719765,7.5,,,,,,,,,,6.184214915523179,,,,,,,,,,,6.263556101719509,,,,,,,,,,,6.3071920920423175,,,,,6.028402820884199,6.197828472198225,7.152593733285023,7.041750268101152,1.6651234522729272,7.407293832293832,7.51431926379325,7.184370690884884,8.639791626839994,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,3.541545068819208,7.5,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,3.649800453291289,9.247927324043042,,10.133176193282262,10.75,,9.375,,,,7.624999999999999,6.025860639618727,,,7.875,,,8.375,8.750000000000002,,9.125,,6.432454886345776,10.375000000000002,11.75,10.0,,12.75,,13.875000000000002,,14.000000000000004,,6.333311163365487,,,10.375000000000002,,,12.0,,,13.25,12.5,6.654454527498573,11.75,11.25,,10.625,9.875,9.25,7.25,,7.5,,6.182031062707627,8.75,8.875,,,9.125,,8.999999999999998,8.875,,8.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,1.0851890976726442,6.536850715746422,8.5,8.750000000000002,8.75,,7.875,8.125,8.125,8.0,,,7.0509393305719765,7.25,7.625,7.124999999999999,,6.25,,,,,7.5,6.477748272122708,7.625,,,,,,,,,,6.263556101719509,,,,,,,,,,,6.3071920920423175,,,,,,,,,,,6.028533616126086,,,,,6.197828472198225,7.152593733285023,7.041750268101152,7.407293832293832,1.6057596659159161,7.320004856271405,7.184370690884884,8.639791626839994,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,3.649800453291289,6.375,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,9.247927324043042,4.294106113890401,7.5,10.133176193282262,10.75,,9.375,,,,7.624999999999999,,5.684715671942904,,7.875,,,8.375,8.750000000000002,,9.125,,10.375000000000002,6.333311163365487,11.75,10.0,,12.75,,13.875000000000002,,14.000000000000004,,,6.654454527498573,,10.375000000000002,,,12.0,,,13.25,12.5,11.75,6.585735238128201,11.25,,10.625,9.875,9.25,7.25,,7.5,,8.75,7.06425419089976,8.875,,,9.125,,8.999999999999998,8.875,,8.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,1.0460309940090478,7.0509393305719765,8.750000000000002,8.75,,7.875,8.125,8.125,8.0,,,7.25,6.477748272122708,7.625,7.124999999999999,,6.25,,,,,7.5,7.625,6.225040270829513,,,,,,,,,,,6.3071920920423175,,,,,,,,,,,6.028664424900845,,,,,,,,,,,6.197828472198225,,,,,7.152593733285023,7.041750268101152,7.407293832293832,7.319982109388311,1.700548588622047,6.611179041905963,8.639791626839994,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,4.294206956330315,11.625,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,9.247927324043042,7.5,4.151090395343783,7.827341227125942,10.75,,9.375,,,,7.624999999999999,,,6.333311163365487,7.875,,,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,6.654454527498573,10.0,,12.75,,13.875000000000002,,14.000000000000004,,,,6.585735917625682,10.375000000000002,,,12.0,,,13.25,12.5,11.75,11.25,6.632966855419462,,10.625,9.875,9.25,7.25,,7.5,,8.75,8.875,6.536850715746422,,,9.125,,8.999999999999998,8.875,,8.125,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,1.1297338914499169,6.477748272122708,8.75,,7.875,8.125,8.125,8.0,,,7.25,7.625,6.225040270829513,7.124999999999999,,6.25,,,,,7.5,7.625,,6.1871895861974995,6.875,,,,,,,,,,6.028751638269988,,,,,,,,,,,6.197828472198225,,,,,,,,,,,7.152593733285023,,,,,7.041750268101152,7.407293832293832,7.319982109388311,6.611166496250852,2.222434219520809,6.770743141933985,8.5,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,4.151070345253966,6.7592773805043285,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,9.247927324043042,7.5,7.827341227125942,4.27513729420352,8.123099740452355,,9.375,,,,7.624999999999999,,,7.875,6.654454527498573,,,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,6.585735917625682,,12.75,,13.875000000000002,,14.000000000000004,,,,10.375000000000002,6.632935836282505,,,12.0,,,13.25,12.5,11.75,11.25,,6.246401048913625,10.625,9.875,9.25,7.25,,7.5,,8.75,8.875,,7.0509393305719765,,9.125,,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,1.4776721630312508,6.225040270829513,,7.875,8.125,8.125,8.0,,,7.25,7.625,7.124999999999999,6.1871895861974995,,6.25,,,,,7.5,7.625,,6.875,5.890222564389697,,,,,,,,,,,6.197828472198225,,,,,,,,,,,7.152593733285023,,,,,,,,,,,7.041750268101152,,,,,7.407293832293832,7.319982109388311,6.611166496250852,6.770743141933985,2.2407188688739583,6.302095719381689,8.218550023411893,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,4.27513729420352,10.75,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,9.247927324043042,7.5,7.827341227125942,8.123099740452355,4.717077322367534,5.875000000000001,9.375,,,,7.624999999999999,,,7.875,,6.585735917625682,,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,,6.632935836282505,12.75,,13.875000000000002,,14.000000000000004,,,,10.375000000000002,,6.246401048913625,,12.0,,,13.25,12.5,11.75,11.25,,10.625,6.344901289482302,9.875,9.25,7.25,,7.5,,8.75,8.875,,,6.477748272122708,9.125,,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,1.434223262085631,6.1871895861974995,7.875,8.125,8.125,8.0,,,7.25,7.625,7.124999999999999,,5.890252980924627,6.25,,,,,7.5,7.625,,6.875,,5.8679386135142915,6.0,,,,,,,,,,7.152593733285023,,,,,,,,,,,7.041750268101152,,,,,,,,,,,7.407293832293832,,,,,7.319982109388311,6.611166496250852,6.770743141933985,6.302095719381689,2.108070413482825,6.364343302990897,8.633923522759401,8.505874045066442,8.056690018861389,14.249999999999998,7.5,6.375,11.625,6.7592773805043285,10.75,4.717077322367534,6.347165365575019,11.875000000000002,5.875,8.307673811486671,8.748904646604405,9.247927324043042,7.5,7.827341227125942,8.123099740452355,5.875000000000001,4.420580804414113,6.504871731623088,,,,7.624999999999999,,,7.875,,,6.632935836282505,8.375,8.750000000000002,,9.125,,10.375000000000002,11.75,10.0,,12.75,6.246401048913625,,13.875000000000002,,14.000000000000004,,,,10.375000000000002,,,6.344901289482302,12.0,,,13.25,12.5,11.75,11.25,,10.625,9.875,6.006039325842695,9.25,7.25,,7.5,,8.75,8.875,,,9.125,6.225040270829513,,8.999999999999998,8.875,,8.125,,8.5,8.750000000000002,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
